2015-07-15 13:30:00,2250
2015-07-15 13:45:00,2090
2015-07-15 14:00:00,1657
2015-07-15 14:15:00,979
2015-07-15 14:30:00,759
2015-07-15 14:45:00,692
2015-07-15 15:00:00,652
2015-07-15 15:15:00,540
2015-07-15 15:30:00,453
2015-07-15 15:45:00,408
2015-07-15 16:00:00,321
2015-07-15 16:15:00,287
2015-07-15 16:30:00,251
2015-07-15 16:45:00,261
2015-07-15 17:00:00,254
2015-07-15 17:15:00,166
2015-07-15 17:30:00,180
2015-07-15 17:45:00,184
2015-07-15 18:00:00,185
2015-07-15 18:15:00,153
2015-07-15 18:30:00,123
2015-07-15 18:45:00,125
2015-07-15 19:00:00,148
2015-07-15 19:15:00,153
2015-07-15 19:30:00,143
2015-07-15 19:45:00,113
2015-07-15 20:00:00,116
2015-07-15 20:15:00,134
2015-07-15 20:30:00,119
2015-07-15 20:45:00,115
2015-07-15 21:00:00,146
2015-07-15 21:15:00,106
2015-07-15 21:30:00,161
2015-07-15 21:45:00,164
2015-07-15 22:00:00,752
2015-07-15 22:15:00,440
2015-07-15 22:30:00,198
2015-07-15 22:45:00,127
2015-07-15 23:00:00,157
2015-07-15 23:15:00,88
2015-07-15 23:30:00,63
2015-07-15 23:45:00,68
2015-07-16 00:00:00,55
2015-07-16 00:15:00,56
2015-07-16 00:30:00,53
2015-07-16 00:45:00,52
2015-07-16 01:00:00,111
2015-07-16 01:15:00,75
2015-07-16 01:30:00,48
2015-07-16 01:45:00,29
2015-07-16 02:00:00,27
2015-07-16 02:15:00,25
2015-07-16 02:30:00,19
2015-07-16 02:45:00,10
2015-07-16 03:00:00,14
2015-07-16 03:15:00,8
2015-07-16 03:30:00,13
2015-07-16 03:45:00,18
2015-07-16 04:00:00,4
2015-07-16 04:15:00,9
2015-07-16 04:30:00,15
2015-07-16 04:45:00,10
2015-07-16 05:00:00,17
2015-07-16 05:15:00,14
2015-07-16 05:30:00,25
2015-07-16 05:45:00,19
2015-07-16 06:00:00,20
2015-07-16 06:15:00,16
2015-07-16 06:30:00,26
2015-07-16 06:45:00,21
2015-07-16 07:00:00,32
2015-07-16 07:15:00,32
2015-07-16 07:30:00,36
2015-07-16 07:45:00,38
2015-07-16 08:00:00,78
2015-07-16 08:15:00,6
2015-07-16 08:30:00,50
2015-07-16 08:45:00,48
2015-07-16 09:00:00,111
2015-07-16 09:15:00,197
2015-07-16 09:30:00,104
2015-07-16 09:45:00,88
2015-07-16 10:00:00,60
2015-07-16 10:15:00,53
2015-07-16 10:30:00,54
2015-07-16 10:45:00,33
2015-07-16 11:00:00,43
2015-07-16 11:15:00,91
2015-07-16 11:30:00,53
2015-07-16 11:45:00,51
2015-07-16 12:00:00,47
2015-07-16 12:15:00,62
2015-07-16 12:30:00,195
2015-07-16 12:45:00,269
2015-07-16 13:00:00,99
2015-07-16 13:15:00,71
2015-07-16 13:30:00,47
2015-07-16 13:45:00,45
2015-07-16 14:00:00,39
2015-07-16 14:15:00,46
2015-07-16 14:30:00,52
2015-07-16 14:45:00,43
2015-07-16 15:00:00,45
2015-07-16 15:15:00,28
2015-07-16 15:30:00,37
2015-07-16 15:45:00,42
2015-07-16 16:00:00,47
2015-07-16 16:15:00,37
2015-07-16 16:30:00,36
2015-07-16 16:45:00,22
2015-07-16 17:00:00,22
2015-07-16 17:15:00,22
2015-07-16 17:30:00,24
2015-07-16 17:45:00,23
2015-07-16 18:00:00,33
2015-07-16 18:15:00,15
2015-07-16 18:30:00,23
2015-07-16 18:45:00,29
2015-07-16 19:00:00,22
2015-07-16 19:15:00,31
2015-07-16 19:30:00,31
2015-07-16 19:45:00,27
2015-07-16 20:00:00,22
2015-07-16 20:15:00,25
2015-07-16 20:30:00,31
2015-07-16 20:45:00,23
2015-07-16 21:00:00,24
2015-07-16 21:15:00,57
